<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
01/11/08;00:00;0.0830000;0.1040000;0.0830000;0.0960000;533032300
05/11/08;00:00;0.1030000;0.1330000;0.1000000;0.1240000;1396662900
06/11/08;00:00;0.1120000;0.1280000;0.1080000;0.1140000;1350714500
07/11/08;00:00;0.1110000;0.1440000;0.1080000;0.1320000;1494185500
10/11/08;00:00;0.1480000;0.1580000;0.1280000;0.1320000;940835900
11/11/08;00:00;0.1290000;0.1290000;0.1120000;0.1140000;711809900
13/11/08;00:00;0.1000000;0.1290000;0.0910000;0.1240000;705971600
14/11/08;00:00;0.1470000;0.1470000;0.1200000;0.1230000;578939400
17/11/08;00:00;0.1200000;0.1320000;0.1080000;0.1130000;410262300
18/11/08;00:00;0.1100000;0.1110000;0.0950000;0.1030000;648654500
19/11/08;00:00;0.1050000;0.1050000;0.0910000;0.0930000;394802300
20/11/08;00:00;0.0860000;0.0940000;0.0710000;0.0920000;741848600
21/11/08;00:00;0.0950000;0.1010000;0.0880000;0.0930000;828773300
24/11/08;00:00;0.1000000;0.1160000;0.0950000;0.1110000;1146295500
25/11/08;00:00;0.1170000;0.1230000;0.1060000;0.1150000;1143048600
26/11/08;00:00;0.1130000;0.1340000;0.1130000;0.1340000;866639700
27/11/08;00:00;0.1390000;0.1780000;0.1380000;0.1680000;2966951300
28/11/08;00:00;0.1740000;0.1840000;0.1550000;0.1620000;1169931500
01/12/08;00:00;0.1630000;0.1640000;0.1300000;0.1330000;664752800
02/12/08;00:00;0.1210000;0.1420000;0.1200000;0.1370000;692651700
03/12/08;00:00;0.1400000;0.1430000;0.1300000;0.1370000;322401600
04/12/08;00:00;0.1400000;0.1490000;0.1350000;0.1350000;461815500
05/12/08;00:00;0.1340000;0.1380000;0.1250000;0.1270000;565594600
08/12/08;00:00;0.1380000;0.1390000;0.1300000;0.1380000;656716200
09/12/08;00:00;0.1370000;0.1380000;0.1270000;0.1300000;429227400
10/12/08;00:00;0.1300000;0.1320000;0.1190000;0.1240000;316755900
11/12/08;00:00;0.1240000;0.1250000;0.1180000;0.1220000;274030300
12/12/08;00:00;0.1180000;0.1190000;0.1090000;0.1140000;517630400
15/12/08;00:00;0.1170000;0.1190000;0.1140000;0.1160000;321292800
16/12/08;00:00;0.1150000;0.1160000;0.1120000;0.1140000;189929700
17/12/08;00:00;0.1150000;0.1320000;0.1120000;0.1280000;1532927700
18/12/08;00:00;0.1350000;0.1480000;0.1290000;0.1350000;2892487900
19/12/08;00:00;0.1370000;0.1600000;0.1270000;0.1590000;2513825100
22/12/08;00:00;0.1640000;0.1650000;0.1470000;0.1490000;2104671700
23/12/08;00:00;0.1450000;0.1540000;0.1430000;0.1480000;791980100
24/12/08;00:00;0.1440000;0.1510000;0.1400000;0.1420000;359734400
25/12/08;00:00;0.1430000;0.1450000;0.1320000;0.1340000;334316800
26/12/08;00:00;0.1360000;0.1390000;0.1220000;0.1240000;394590500
29/12/08;00:00;0.1260000;0.1300000;0.1190000;0.1210000;342245400
30/12/08;00:00;0.1230000;0.1250000;0.1170000;0.1190000;304887400
31/12/08;00:00;0.1190000;0.1270000;0.1180000;0.1230000;132710900
11/01/09;00:00;0.1280000;0.1340000;0.1250000;0.1280000;149313200
12/01/09;00:00;0.1260000;0.1310000;0.1250000;0.1310000;380513900
13/01/09;00:00;0.1290000;0.1320000;0.1260000;0.1300000;329170700
14/01/09;00:00;0.1300000;0.1330000;0.1170000;0.1170000;817817200
15/01/09;00:00;0.1150000;0.1180000;0.1120000;0.1130000;564206700
16/01/09;00:00;0.1160000;0.1170000;0.1060000;0.1090000;875047300
19/01/09;00:00;0.1100000;0.1120000;0.0960000;0.0970000;645426400
20/01/09;00:00;0.0970000;0.0970000;0.0830000;0.0890000;1071403900
21/01/09;00:00;0.0840000;0.0880000;0.0790000;0.0880000;940729800
22/01/09;00:00;0.0900000;0.0910000;0.0800000;0.0810000;551569900
23/01/09;00:00;0.0800000;0.0850000;0.0740000;0.0790000;924755200
26/01/09;00:00;0.0810000;0.0860000;0.0790000;0.0840000;1220517900
27/01/09;00:00;0.0850000;0.0860000;0.0790000;0.0810000;888858600
28/01/09;00:00;0.0830000;0.0900000;0.0810000;0.0850000;1723228200
29/01/09;00:00;0.0860000;0.0870000;0.0810000;0.0820000;750603800
30/01/09;00:00;0.0810000;0.0870000;0.0800000;0.0850000;1327897700
02/02/09;00:00;0.0820000;0.0840000;0.0800000;0.0840000;350042500
03/02/09;00:00;0.0840000;0.0850000;0.0820000;0.0840000;288066900
04/02/09;00:00;0.0840000;0.0840000;0.0820000;0.0840000;608086100
05/02/09;00:00;0.0820000;0.0840000;0.0820000;0.0840000;241119100
06/02/09;00:00;0.0840000;0.0880000;0.0820000;0.0880000;663022500
09/02/09;00:00;0.0880000;0.0960000;0.0860000;0.0950000;1813212000
10/02/09;00:00;0.0950000;0.1030000;0.0940000;0.0980000;1751943000
11/02/09;00:00;0.0940000;0.1090000;0.0920000;0.1080000;1931744900
12/02/09;00:00;0.1090000;0.1380000;0.1090000;0.1210000;6367794100
13/02/09;00:00;0.1270000;0.1290000;0.1180000;0.1220000;2128823000
16/02/09;00:00;0.1200000;0.1220000;0.1120000;0.1150000;1549890200
17/02/09;00:00;0.1130000;0.1170000;0.1020000;0.1030000;1422536700
18/02/09;00:00;0.1020000;0.1050000;0.0930000;0.1020000;1658402300
19/02/09;00:00;0.1020000;0.1090000;0.1010000;0.1050000;1509824800
20/02/09;00:00;0.1020000;0.1030000;0.0980000;0.1000000;1057138300
24/02/09;00:00;0.0970000;0.1190000;0.0960000;0.1160000;2437685300
25/02/09;00:00;0.1210000;0.1240000;0.1150000;0.1160000;1428380400
26/02/09;00:00;0.1180000;0.1220000;0.1170000;0.1210000;1066013100
27/02/09;00:00;0.1210000;0.1390000;0.1150000;0.1340000;6031928200
02/03/09;00:00;0.1300000;0.1400000;0.1260000;0.1310000;2237617500
03/03/09;00:00;0.1290000;0.1320000;0.1220000;0.1260000;1542009300
04/03/09;00:00;0.1280000;0.1280000;0.1260000;0.1280000;652795100
05/03/09;00:00;0.1280000;0.1280000;0.1230000;0.1250000;658926100
06/03/09;00:00;0.1240000;0.1300000;0.1220000;0.1290000;1274036000
10/03/09;00:00;0.1290000;0.1350000;0.1290000;0.1320000;2359199200
11/03/09;00:00;0.1330000;0.1430000;0.1300000;0.1330000;2086385200
12/03/09;00:00;0.1320000;0.1330000;0.1260000;0.1310000;758677000
13/03/09;00:00;0.1330000;0.1340000;0.1300000;0.1310000;753752800
16/03/09;00:00;0.1300000;0.1340000;0.1270000;0.1330000;813820200
17/03/09;00:00;0.1340000;0.1390000;0.1310000;0.1320000;1418606000
18/03/09;00:00;0.1340000;0.1340000;0.1270000;0.1300000;732696500
19/03/09;00:00;0.1310000;0.1330000;0.1270000;0.1290000;624351900
20/03/09;00:00;0.1280000;0.1310000;0.1270000;0.1290000;602547400
23/03/09;00:00;0.1310000;0.1340000;0.1290000;0.1320000;1717820400
24/03/09;00:00;0.1340000;0.1350000;0.1260000;0.1260000;1154789100
25/03/09;00:00;0.1260000;0.1310000;0.1240000;0.1310000;925651100
26/03/09;00:00;0.1320000;0.1540000;0.1280000;0.1480000;7476692500
27/03/09;00:00;0.1480000;0.1540000;0.1410000;0.1430000;3053289200
30/03/09;00:00;0.1410000;0.1520000;0.1320000;0.1460000;2328807300
31/03/09;00:00;0.1490000;0.1530000;0.1440000;0.1490000;1374243300
01/04/09;00:00;0.1500000;0.1770000;0.1490000;0.1770000;5015811400
02/04/09;00:00;0.1820000;0.1940000;0.1710000;0.1770000;4925428200
03/04/09;00:00;0.1780000;0.1790000;0.1670000;0.1700000;1276318300
06/04/09;00:00;0.1740000;0.1770000;0.1560000;0.1630000;2369880400
07/04/09;00:00;0.1650000;0.1690000;0.1600000;0.1640000;917143100
08/04/09;00:00;0.1620000;0.1770000;0.1580000;0.1760000;3385921900
09/04/09;00:00;0.1790000;0.1830000;0.1690000;0.1740000;2715860100
10/04/09;00:00;0.1750000;0.1760000;0.1700000;0.1710000;927579600
13/04/09;00:00;0.1720000;0.1810000;0.1690000;0.1710000;2140777800
14/04/09;00:00;0.1720000;0.1800000;0.1690000;0.1750000;1875608100
15/04/09;00:00;0.1730000;0.2010000;0.1710000;0.1980000;5454711500
16/04/09;00:00;0.2000000;0.2360000;0.1940000;0.2240000;7637018200
17/04/09;00:00;0.2280000;0.2420000;0.2160000;0.2180000;5182124100
20/04/09;00:00;0.2180000;0.2270000;0.2050000;0.2090000;3084867500
21/04/09;00:00;0.2040000;0.2160000;0.2010000;0.2140000;1866103900
22/04/09;00:00;0.2170000;0.2330000;0.2130000;0.2230000;4444589900
23/04/09;00:00;0.2220000;0.2260000;0.2180000;0.2230000;1605685100
24/04/09;00:00;0.2230000;0.2250000;0.2110000;0.2140000;1131655000
27/04/09;00:00;0.2120000;0.2160000;0.2050000;0.2100000;961400100
28/04/09;00:00;0.2080000;0.2080000;0.2020000;0.2080000;669746300
29/04/09;00:00;0.2110000;0.2130000;0.2060000;0.2100000;972348500
30/04/09;00:00;0.2140000;0.2270000;0.2090000;0.2210000;2763441900
04/05/09;00:00;0.2250000;0.2270000;0.2190000;0.2220000;1089258900
05/05/09;00:00;0.2240000;0.2240000;0.2090000;0.2120000;1200090200
06/05/09;00:00;0.2110000;0.2160000;0.2070000;0.2120000;2430363700
07/05/09;00:00;0.2160000;0.2220000;0.2100000;0.2120000;3107824000
08/05/09;00:00;0.2140000;0.2160000;0.2090000;0.2110000;927343100
12/05/09;00:00;0.2090000;0.2200000;0.2090000;0.2170000;2005154800
13/05/09;00:00;0.2200000;0.2300000;0.2090000;0.2110000;2214991300
14/05/09;00:00;0.2100000;0.2130000;0.2030000;0.2130000;642762900
15/05/09;00:00;0.2150000;0.2160000;0.2110000;0.2150000;523014900
18/05/09;00:00;0.2140000;0.2210000;0.2110000;0.2200000;684617900
19/05/09;00:00;0.2240000;0.2460000;0.2200000;0.2440000;5158210200
20/05/09;00:00;0.2460000;0.2570000;0.2420000;0.2480000;3819249500
21/05/09;00:00;0.2450000;0.2450000;0.2210000;0.2230000;2617488900
22/05/09;00:00;0.2240000;0.2370000;0.2220000;0.2270000;2529297000
25/05/09;00:00;0.2260000;0.2350000;0.2260000;0.2310000;1216970900
26/05/09;00:00;0.2330000;0.2440000;0.2210000;0.2400000;1674023900
27/05/09;00:00;0.2450000;0.2460000;0.2340000;0.2350000;1407126600
28/05/09;00:00;0.2320000;0.2500000;0.2300000;0.2480000;2058832600
29/05/09;00:00;0.2520000;0.2830000;0.2510000;0.2800000;4942847300
01/06/09;00:00;0.2880000;0.3090000;0.2850000;0.2970000;3307298500
02/06/09;00:00;0.3000000;0.3000000;0.2730000;0.2800000;2108089800
03/06/09;00:00;0.2840000;0.2880000;0.2640000;0.2700000;1892197000
04/06/09;00:00;0.2670000;0.2870000;0.2640000;0.2700000;1181254000
05/06/09;00:00;0.2750000;0.2890000;0.2750000;0.2860000;2022139300
08/06/09;00:00;0.2830000;0.3170000;0.2800000;0.3040000;4483305800
09/06/09;00:00;0.3070000;0.3250000;0.2910000;0.2980000;2792573300
10/06/09;00:00;0.3070000;0.3080000;0.2940000;0.2960000;969389300
11/06/09;00:00;0.2960000;0.2980000;0.2820000;0.2860000;895050000
15/06/09;00:00;0.2870000;0.3030000;0.2780000;0.2930000;943039400
16/06/09;00:00;0.2910000;0.2990000;0.2820000;0.2950000;1174428100
17/06/09;00:00;0.2970000;0.3010000;0.2810000;0.2810000;1329375200
18/06/09;00:00;0.2850000;0.2900000;0.2660000;0.2880000;2070197200
19/06/09;00:00;0.2900000;0.2930000;0.2780000;0.2900000;3801405900
22/06/09;00:00;0.2870000;0.2900000;0.2640000;0.2650000;1955144800
23/06/09;00:00;0.2590000;0.2600000;0.2300000;0.2360000;2066021400
24/06/09;00:00;0.2400000;0.2500000;0.2390000;0.2490000;1480926000
25/06/09;00:00;0.2510000;0.2630000;0.2450000;0.2560000;1273967700
26/06/09;00:00;0.2630000;0.2680000;0.2560000;0.2600000;1659503800
29/06/09;00:00;0.2510000;0.2690000;0.2500000;0.2680000;831828800
30/06/09;00:00;0.2720000;0.2750000;0.2650000;0.2680000;1146955900
01/07/09;00:00;0.2680000;0.2780000;0.2610000;0.2740000;1148139400
02/07/09;00:00;0.2740000;0.2750000;0.2640000;0.2640000;1018448900
03/07/09;00:00;0.2700000;0.2700000;0.2560000;0.2570000;581728300
06/07/09;00:00;0.2550000;0.2550000;0.2410000;0.2430000;471144600
07/07/09;00:00;0.2450000;0.2490000;0.2380000;0.2450000;770863700
08/07/09;00:00;0.2400000;0.2440000;0.2350000;0.2390000;670396100
09/07/09;00:00;0.2410000;0.2420000;0.2220000;0.2230000;671053000
10/07/09;00:00;0.2230000;0.2250000;0.2040000;0.2040000;1060155000
13/07/09;00:00;0.2000000;0.2090000;0.1960000;0.2040000;1157812400
14/07/09;00:00;0.2100000;0.2190000;0.2050000;0.2070000;930554600
15/07/09;00:00;0.2090000;0.2230000;0.2090000;0.2150000;1497058100
16/07/09;00:00;0.2180000;0.2200000;0.2080000;0.2110000;713554300
17/07/09;00:00;0.2120000;0.2140000;0.2070000;0.2130000;540155900
20/07/09;00:00;0.2150000;0.2230000;0.2120000;0.2160000;1899097300
21/07/09;00:00;0.2170000;0.2190000;0.2110000;0.2170000;1142464400
22/07/09;00:00;0.2170000;0.2210000;0.2080000;0.2120000;1011274800
23/07/09;00:00;0.2150000;0.2260000;0.2080000;0.2240000;1260540600
24/07/09;00:00;0.2260000;0.2390000;0.2200000;0.2340000;2424926800
27/07/09;00:00;0.2400000;0.2410000;0.2360000;0.2360000;1250806800
28/07/09;00:00;0.2370000;0.2400000;0.2210000;0.2230000;1208408800
29/07/09;00:00;0.2210000;0.2270000;0.2140000;0.2180000;1269323500
30/07/09;00:00;0.2200000;0.2320000;0.2160000;0.2300000;1243467000
31/07/09;00:00;0.2340000;0.2340000;0.2220000;0.2260000;1512751100
03/08/09;00:00;0.2290000;0.2400000;0.2270000;0.2380000;1198876900
04/08/09;00:00;0.2370000;0.2520000;0.2310000;0.2480000;2530634500
05/08/09;00:00;0.2490000;0.2680000;0.2430000;0.2480000;3422406800
06/08/09;00:00;0.2530000;0.2590000;0.2450000;0.2490000;1476523900
07/08/09;00:00;0.2460000;0.2530000;0.2370000;0.2500000;1438919200
10/08/09;00:00;0.2510000;0.2520000;0.2400000;0.2450000;728313300
11/08/09;00:00;0.2460000;0.2480000;0.2290000;0.2320000;863736100
12/08/09;00:00;0.2310000;0.2400000;0.2230000;0.2400000;1482153800
13/08/09;00:00;0.2420000;0.2490000;0.2380000;0.2490000;1005139500
14/08/09;00:00;0.2480000;0.2580000;0.2310000;0.2400000;1142962400
17/08/09;00:00;0.2330000;0.2360000;0.2250000;0.2310000;970513000
18/08/09;00:00;0.2350000;0.2370000;0.2290000;0.2320000;566464100
19/08/09;00:00;0.2330000;0.2340000;0.2270000;0.2310000;374821700
20/08/09;00:00;0.2370000;0.2370000;0.2300000;0.2360000;398278700
21/08/09;00:00;0.2320000;0.2420000;0.2310000;0.2420000;1280438100
24/08/09;00:00;0.2460000;0.2470000;0.2360000;0.2370000;1190104800
25/08/09;00:00;0.2340000;0.2390000;0.2320000;0.2350000;789378800
26/08/09;00:00;0.2330000;0.2430000;0.2320000;0.2350000;1303790300
27/08/09;00:00;0.2360000;0.2370000;0.2270000;0.2300000;865687700
28/08/09;00:00;0.2340000;0.2750000;0.2330000;0.2650000;5446229600
31/08/09;00:00;0.2620000;0.2710000;0.2550000;0.2680000;2239020100
01/09/09;00:00;0.2710000;0.2900000;0.2700000;0.2750000;3892840400
02/09/09;00:00;0.2690000;0.2760000;0.2650000;0.2670000;1337682700
03/09/09;00:00;0.2700000;0.2750000;0.2650000;0.2670000;744826200
04/09/09;00:00;0.2680000;0.2840000;0.2550000;0.2630000;2242926500
07/09/09;00:00;0.2680000;0.2740000;0.2640000;0.2710000;748372200
08/09/09;00:00;0.2710000;0.2780000;0.2690000;0.2760000;1222243300
09/09/09;00:00;0.2730000;0.2900000;0.2720000;0.2770000;3617972200
10/09/09;00:00;0.2810000;0.2830000;0.2720000;0.2750000;1281669800
11/09/09;00:00;0.2780000;0.2820000;0.2740000;0.2790000;1380671600
14/09/09;00:00;0.2730000;0.2930000;0.2720000;0.2920000;2126913100
15/09/09;00:00;0.2950000;0.3080000;0.2930000;0.2960000;3324243600
16/09/09;00:00;0.2980000;0.3030000;0.2860000;0.2920000;1471894300
17/09/09;00:00;0.2980000;0.3070000;0.2930000;0.3020000;2571405600
18/09/09;00:00;0.3000000;0.3260000;0.3000000;0.3170000;5097301900
21/09/09;00:00;0.3180000;0.3240000;0.3070000;0.3130000;2682865300
22/09/09;00:00;0.3170000;0.3260000;0.3160000;0.3200000;2606491500
23/09/09;00:00;0.3200000;0.3290000;0.3180000;0.3200000;1927678600
24/09/09;00:00;0.3170000;0.3500000;0.3130000;0.3390000;3439209100
25/09/09;00:00;0.3400000;0.3860000;0.3400000;0.3490000;6615396600
28/09/09;00:00;0.3470000;0.3660000;0.3390000;0.3650000;2363246800
29/09/09;00:00;0.3800000;0.3820000;0.3690000;0.3740000;2752018000
30/09/09;00:00;0.3770000;0.3780000;0.3490000;0.3520000;2543999600
01/10/09;00:00;0.3540000;0.3600000;0.3420000;0.3540000;1479274900
02/10/09;00:00;0.3450000;0.3490000;0.3180000;0.3350000;2387910300
05/10/09;00:00;0.3360000;0.3420000;0.3240000;0.3300000;944739900
06/10/09;00:00;0.3340000;0.3460000;0.3300000;0.3440000;1528539700
07/10/09;00:00;0.3470000;0.3500000;0.3350000;0.3400000;1371623100
08/10/09;00:00;0.3450000;0.3580000;0.3440000;0.3520000;1770588300
09/10/09;00:00;0.3550000;0.3550000;0.3420000;0.3520000;1465748100
12/10/09;00:00;0.3580000;0.3670000;0.3540000;0.3650000;1338256300
13/10/09;00:00;0.3650000;0.3710000;0.3470000;0.3540000;1769592400
14/10/09;00:00;0.3590000;0.3670000;0.3510000;0.3530000;1300242100
15/10/09;00:00;0.3580000;0.3600000;0.3380000;0.3410000;1063596500
16/10/09;00:00;0.3450000;0.3490000;0.3290000;0.3360000;780091200
19/10/09;00:00;0.3360000;0.3480000;0.3350000;0.3470000;671785800
20/10/09;00:00;0.3500000;0.3530000;0.3300000;0.3380000;967555300
21/10/09;00:00;0.3350000;0.3430000;0.3280000;0.3360000;1040981000
22/10/09;00:00;0.3290000;0.3430000;0.3280000;0.3430000;739957200
23/10/09;00:00;0.3480000;0.3560000;0.3380000;0.3520000;1912095500
26/10/09;00:00;0.3500000;0.3670000;0.3480000;0.3540000;1619942800
27/10/09;00:00;0.3540000;0.3610000;0.3390000;0.3450000;2270008500
28/10/09;00:00;0.3450000;0.3460000;0.3020000;0.3210000;2388507400
29/10/09;00:00;0.3170000;0.3310000;0.3070000;0.3250000;2650236000
30/10/09;00:00;0.3280000;0.3290000;0.3090000;0.3140000;1730913400
02/11/09;00:00;0.3090000;0.3240000;0.3060000;0.3240000;1674562400
03/11/09;00:00;0.3220000;0.3240000;0.3010000;0.3030000;2858987500
05/11/09;00:00;0.3080000;0.3090000;0.2960000;0.3060000;1639041600
06/11/09;00:00;0.3070000;0.3230000;0.3000000;0.3050000;2383343000
09/11/09;00:00;0.3110000;0.3240000;0.3100000;0.3220000;1202835700
10/11/09;00:00;0.3230000;0.3520000;0.3190000;0.3480000;4009093300
11/11/09;00:00;0.3470000;0.3690000;0.3430000;0.3580000;2989058600
12/11/09;00:00;0.3560000;0.3660000;0.3490000;0.3580000;2157744300
13/11/09;00:00;0.3530000;0.3800000;0.3510000;0.3750000;3102290800
16/11/09;00:00;0.3850000;0.4030000;0.3820000;0.3970000;3135800200
17/11/09;00:00;0.3920000;0.4090000;0.3810000;0.3830000;3129805900
18/11/09;00:00;0.3880000;0.4030000;0.3860000;0.3920000;2488915200
19/11/09;00:00;0.3930000;0.4010000;0.3750000;0.3800000;1792918700
20/11/09;00:00;0.3840000;0.3910000;0.3770000;0.3840000;1530435500
23/11/09;00:00;0.3900000;0.3960000;0.3870000;0.3940000;1106287500
24/11/09;00:00;0.3900000;0.3920000;0.3830000;0.3900000;1215535400
25/11/09;00:00;0.3910000;0.3950000;0.3720000;0.3810000;1153699900
26/11/09;00:00;0.3790000;0.3800000;0.3510000;0.3560000;1893950700
27/11/09;00:00;0.3440000;0.3710000;0.3320000;0.3640000;3424592400
30/11/09;00:00;0.3720000;0.3740000;0.3560000;0.3700000;1700603100
01/12/09;00:00;0.3750000;0.3810000;0.3700000;0.3740000;1113599800
02/12/09;00:00;0.3760000;0.3800000;0.3670000;0.3700000;1083896300
03/12/09;00:00;0.3740000;0.3900000;0.3720000;0.3770000;1698112000
04/12/09;00:00;0.3720000;0.3850000;0.3710000;0.3820000;1879030900
07/12/09;00:00;0.3770000;0.3810000;0.3680000;0.3730000;1124894000
08/12/09;00:00;0.3700000;0.3720000;0.3510000;0.3540000;2718701900
09/12/09;00:00;0.3530000;0.3600000;0.3360000;0.3400000;2734133300
10/12/09;00:00;0.3390000;0.3490000;0.3300000;0.3440000;3005847800
11/12/09;00:00;0.3490000;0.3520000;0.3350000;0.3390000;1637419700
14/12/09;00:00;0.3440000;0.3440000;0.3330000;0.3410000;1523921900
15/12/09;00:00;0.3420000;0.3460000;0.3370000;0.3410000;1240555600
16/12/09;00:00;0.3400000;0.3570000;0.3390000;0.3550000;2447996200
17/12/09;00:00;0.3520000;0.3540000;0.3410000;0.3430000;1368951500
18/12/09;00:00;0.3420000;0.3520000;0.3420000;0.3490000;1584478600
21/12/09;00:00;0.3520000;0.3640000;0.3500000;0.3610000;2181037600
22/12/09;00:00;0.3630000;0.3650000;0.3360000;0.3390000;3880788900
23/12/09;00:00;0.3390000;0.3400000;0.3230000;0.3330000;3427262400
24/12/09;00:00;0.3350000;0.3380000;0.3160000;0.3240000;1784225000
